Time,Ecoregion,EcoregionIndex,NumSites,SppBiomass_Abiebrac,SppBiomass_Abiegran,SppBiomass_Acermacr,SppBiomass_Aesccali,SppBiomass_Alnurhom,SppBiomass_Alnurubr,SppBiomass_Arbumenz,SppBiomass_Lithdens,SppBiomass_Pinuatte,SppBiomass_Pinucoul,SppBiomass_Pinulamb,SppBiomass_Pinumono,SppBiomass_Pinupond,SppBiomass_Pinuradi,SppBiomass_Pinusabi,SppBiomass_Platrace,SppBiomass_Popubals,SppBiomass_Pseumacr,SppBiomass_Pseumenz,SppBiomass_Queragri,SppBiomass_Querchry,SppBiomass_Querdoug,SppBiomass_Quergarr,SppBiomass_Querkell,SppBiomass_Querloba,SppBiomass_Querwisl,SppBiomass_Sequsemp,SppBiomass_Umbecali,
0, BS0, 0, 0, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 
0, BS1, 1, 1268, 0, 0, 0.0202045215041103, 0.546954922119526, 0, 0, 7.96162208707927, 35.1870086561618, 0, 3.31124214569477, 0, 0, 0.579901385382523, 6.10508091442216, 0.170307267727536, 0.333236032479945, 0, 0, 0.149269810986444, 120.511823612057, 26.8513934198614, 0, 0, 3.43674142879643, 0, 7.58200171918899, 238.614571700713, 19.0841277089405, 
0, BS2, 2, 1621, 0, 0, 0, 0, 0, 0.195932904854739, 1.79839243056376, 0, 0, 2.97479261225348, 1.02336483013475, 2.79365036886169, 0, 0.095935075537501, 1.20627410907498, 0, 0, 2.22891956402298, 0, 51.4062858454465, 73.1970431347235, 3.4248954401128, 0, 0, 0, 7.65293881453385, 0, 12.7932874996084, 
0, BS3, 3, 280318, 8.62970873193288, 0, 8.15097705420755, 3.94544976954072, 3.46974408911228, 3.98347927014005, 141.97992474465, 266.74500948103, 1.44979919143897, 50.2368584621721, 0.410773651835259, 0.287885335520887, 24.0392914414954, 61.6617684911549, 4.44908177022769, 7.45588607760325, 0.0278865463736616, 0.854045188884811, 29.9427917959677, 1591.3199311766, 768.828959193694, 2.90116555301955, 0.253126322993046, 51.788195950224, 6.46239658682561, 123.633903780758, 1717.41181619121, 403.003665752129, 
0, BS4, 4, 236621, 4.49274314216389, 0, 9.83281974551141, 5.43368245537847, 3.35656422569713, 0.403664211599316, 182.726440789284, 307.296240824914, 0.180271167148876, 26.1874908302559, 0, 0, 14.2086048669114, 5.56269394921015, 10.6837065778279, 6.50487442168467, 0.0360541254073299, 0, 26.1687103056842, 2370.48290430625, 165.240068063995, 4.13099316542135, 0.898746992165028, 72.6086573964088, 4.37629741403808, 176.899677383836, 3203.89039523528, 510.694190285036, 
0, BS5, 5, 44658, 2.53069225385424, 0, 9.16890239985451, 1.12126420968496, 1.73340130352003, 3.5078652774104, 144.586270755476, 162.890494389713, 3.54419925834399, 95.4188045307122, 0.200037144275662, 0.308112050892337, 13.7785676258037, 0.553545757982018, 21.817020664491, 10.1998849544434, 0.0115983655414396, 0.403636730952111, 49.1597552201053, 1212.34640401707, 524.506643260522, 13.0606249415862, 0.376948576542837, 22.4651693856381, 6.79911492962017, 213.28702330932, 1656.0617394202, 323.776648107861, 
0, BS6, 6, 713, 0, 0, 18.7654143944696, 0.476669407827155, 0.779399513362333, 25.5809065937829, 81.2242429019024, 193.252514832485, 14.1177656379689, 10.8109074040182, 0, 0, 0.156334372757193, 12.0870670677067, 13.6291845463436, 1.8150088616541, 0, 0, 333.519523642006, 1035.97527485509, 591.346989838973, 1.26125848243146, 0, 7.0870205958127, 3.00406493712608, 15.5011421513925, 1300.97658723936, 542.248971176683, 
0, BS7, 7, 5845, 0.0472099721890622, 0, 0.367685081410143, 0.0310671634200906, 0.145315267205544, 0, 5.66709030476057, 16.9920746880785, 0.0752606812045552, 0.753503858502652, 0, 0, 0.193012804695436, 21.0958650747255, 1.23249000960481, 0.662532613866853, 0, 0, 1.04516195357611, 676.098677699968, 6.77800575302033, 0.0860352006297116, 0, 1.48123851087585, 0.299848049088764, 3.28559649934924, 186.122123176568, 71.0354950864872, 
0, BS8, 8, 5963, 0.334031968514191, 0, 1.35285762688587, 0.439310905818629, 0.480695628208261, 0.860412587420604, 20.1384027184565, 35.5131213878918, 0.0405302049328812, 14.4425280934189, 0, 0, 2.65370222747716, 0.677324048428853, 7.44609249971586, 2.15024263291437, 0, 0, 0.281898554191481, 545.877882432082, 177.513733179482, 3.71227147078206, 0, 3.8729490887573, 4.53568543289085, 6.80296959014181, 164.335842226608, 51.0441768178599, 
0, BS9, 9, 38501, 1.44673698153614, 0, 2.78399865784146, 2.14287856077145, 0.710793655366576, 2.03993934157149, 59.803356633453, 73.3246921450035, 0.0155216298386083, 43.5936764863518, 0, 0.138553964878373, 3.81565853644122, 4.13303111799073, 15.9686857080686, 3.14205591027351, 0, 0, 0.746137951681241, 1157.78916905312, 310.376620175674, 5.82695359020263, 0.251512778882519, 15.4496601027751, 6.3673688628414, 28.3089442455856, 461.420444391327, 157.047743385251, 
0, BS10, 10, 8198, 0.234013679348047, 0, 0.912992254993804, 1.18922924908175, 0.433763549164407, 1.59687403883402, 7.03659440669004, 20.1418896805632, 0, 1.13545403500306, 0.596701844199805, 0, 0.768056068690296, 8.97336940039481, 4.50973121920397, 1.25551239017394, 0, 1.24818630735012, 0.0120521791099368, 1148.61487152554, 178.513551276031, 0, 0, 1.69773142568714, 1.44301575630227, 2.47314638694806, 42.9523466305199, 125.490909447522, 
